,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,PSNR,SSIM,MSE,DC,Target
0,3.3618955993539887,3.550984153959064,2.611238581663842,-2.7690305415934273,-0.7068333808394426,-0.2511625092452261,1.3459038663056735,-2.773250476847744,-2.763394565302042,-3.1737859370685735,2.513623629237685,0.9031238017404144,-2.6828566001101033e-168,2.091973643315048,-2.447822165189578,2.3190654763780483,-0.2795368569187566,1
1,0.0638264691731998,0.6028478838871695,0.861114590347437,0.1868158948489005,-0.4944382696767836,-0.2382332905982444,0.0214296244803148,0.1984123236790055,0.1801978655851707,0.1727170898189402,-0.1896649112578088,0.8261123729348717,-2.6828566001101033e-168,2.9820473438583672,0.579639604641948,-0.5852587895853204,1.4884991824222782,1
2,-0.1359718945262663,0.2693159846466365,0.5716650444642467,0.3093373370218555,-0.4342812758964405,-0.2319587174183752,0.0847498248920377,0.3132831652265162,0.3068651100294629,0.2804315309660399,-0.1996569337658533,0.6909313747857229,-2.6828566001101033e-168,3.120155923835864,0.6912698891656403,-0.6490488574423976,1.5240428898092373,1
3,0.7758945972859919,1.1069004411945569,1.2409712532478132,-0.6418620022884339,-0.6230740939269827,-0.2478605072490529,3.63287761113496,-0.593926266296938,-0.6673923675915812,-0.6147149367936968,2.514006302440121,-0.0527929609824992,-2.6828566001101033e-168,2.378389525448359,-0.8808578616331825,0.4688408121117645,-1.2840838911315515,0
4,2.9381327615122244,3.0256397296563513,2.358081013632731,-2.4410429762132755,-0.7091015686997246,-0.251400685686152,3.002372251042033,-2.421605451146206,-2.4485440941488754,-2.341278915956119,2.807814283421338,0.6413091036657975,-2.6828566001101033e-168,2.0678901078788883,-2.6090719669657836,2.5660956411186886,-1.2840838911315515,0
5,1.2674324383548334,0.8867728585884749,1.0819875455783643,-1.6943322524784834,-0.6809505948913998,-0.2504897560390405,2.894978788638985,-1.6430999513686757,-1.7195323188961964,-1.7893689698075166,3.3369237646558214,0.0122361377699145,-2.6828566001101033e-168,2.1806034775095515,-2.178591974605454,1.5576497154369635,-1.2840838911315515,0
6,-0.6274965271831908,-0.7231467736943625,-0.8181851035353798,0.5895081051360415,0.1596888110274458,-0.1109145109874045,-0.7242283887936839,0.5739204959817139,0.5978238339060585,0.6012148399765979,-0.7191570656947273,0.1838267722843758,-2.6828566001101033e-168,3.055759600842789,0.6884575952642822,-0.6227823589130119,0.0722950615509835,1
7,0.3334761984530513,0.7803202164217665,1.0014692952576825,-0.0732312685428163,-0.5641114164302607,-0.2440961544507328,-0.2254387649413277,-0.0472761998273316,-0.0875026412788689,0.0074303151024733,-0.2395399853086003,0.94402349569487,-2.6828566001101033e-168,3.0606470850027723,0.6389800831797824,-0.6249712337904609,1.7378771117787055,1
8,0.3729746334488126,0.7072421885773854,0.9446547643669588,-0.1677840424936506,-0.5786255567267925,-0.2451127662349622,-0.0169147572951921,-0.1372334269043804,-0.1844224221555198,-0.1102461290695947,-0.0219264908568097,0.8625942517099864,-2.6828566001101033e-168,3.177973617518243,0.6701882510507866,-0.668436034928372,1.8395528715235916,1
9,-0.6525211844006097,-0.7509889669346405,-0.9027264840558292,0.6123565848114676,0.5050362815279508,0.0092974977166841,-0.721355790400501,0.595053712287739,0.6216319395801567,0.6287934411268558,-0.7467520555148157,-0.1385407170374441,-2.6828566001101033e-168,-0.1234892644845594,0.6519050799324164,-0.5396051135699621,-0.6507421222104635,1
